Customer ID,Age,Gender,Location, Income ,Marital Status,Purchase Frequency (Past 6 Months), Average Order Value ,Preferred Product Categories,Last Purchase Date,Return Rate, Customer Lifetime Value (CLV) , Average Star Rating ,NPS Score
C060480,23,Female, Fresno,"$250,000",Single,5,106000,Earrings,22-08-23,0,1590000,4,47.48
C060616,33,Male, Philadelphia,"$200,000",Single,5,852,Locket,08-05-23,0,8520,4.6,56.56
C060896,51,Female, Oklahoma City,"$200,000",Married,5,182000,Necklace,19-08-23,0.07,3640000,5.2,51.3
C060958,18,Female, Orlando,"$110,000",Married,2,12000,Ring,09-07-23,0,96000,6.1,68.31
C060961,35,Male, San Antonio,"$300,000",Single,5,15000,Ring,14-05-23,0,150000,3.8,49.84
C060993,29,Female, Tulsa,"$220,000",Single,1,193000,Necklace,28-12-23,0,193000,7.2,77.02
C060994,48,Female, Chicago,"$290,000",Married,4,240000,Locket,13-06-23,0,3840000,3.3,35.04
C061121,55,Female, Oklahoma City,"$250,000",Married,3,139000,Armlet,22-05-23,0,417000,4.2,52.58
C061246,24,Female, Greensboro,"$190,000",Single,4,161000,Necklace,18-10-23,0,3220000,4.7,48.73
C061385,59,Male, Oklahoma City,"$130,000",Married,1,92000,Ring,11-01-23,0,184000,6.9,74.33
C061493,28,Male, Fresno,"$290,000",Single,7,28000,Necklace,15-05-23,0,196000,2.8,41.8
C061554,27,Female, Minneapolis,"$80,000",Married,1,68000,Bracelet,28-07-23,0.03,136000,6.8,74.31
C061621,21,Male, Cincinnati,"$250,000",Single,6,87000,Necklace,26-06-23,0.09,1044000,5.4,59.99
C061675,25,Female, San Diego,"$300,000",Single,6,107000,Locket,19-08-23,0,1926000,3.4,41.77
C061738,30,Male, Miami,"$150,000",Married,3,57000,Necklace,24-03-23,0,684000,4.1,50.53
C061887,60,Female, Oklahoma City,"$50,000",Single,1,4000,Necklace,23-10-23,0,20000,6.9,75.15
C061971,43,Female, Sacramento,"$300,000",Single,6,151000,Necklace,12-12-23,0.01,3624000,4.3,43.75
C062039,26,Male, Columbus,"$160,000",Married,2,27000,Necklace,17-04-23,0,270000,4.8,57.92
C062091,35,Male, Jacksonville,"$240,000",Single,5,142000,Ring,22-09-23,0,2840000,4,44.03
C062167,55,Female, Minneapolis,"$130,000",Married,1,22000,Ring,13-04-23,0,66000,5.3,61.91
C062595,39,Male, Philadelphia,"$200,000",Married,2,29000,Armlet,30-04-23,0,232000,4.9,58.85
C062766,21,Male, New York,"$300,000",Married,4,91000,Pendant,27-08-23,0,1456000,4.7,53.33
C062968,45,Female, Mesa,"$160,000",Married,4,24000,Ring,04-03-23,0,384000,3.8,49.53
C063098,28,Male, El Paso,"$160,000",Married,2,78000,Armlet,14-06-23,0,624000,5.2,59.68
C063295,51,Male, Greensboro,"$250,000",Married,2,96000,Locket,24-12-23,0.06,768000,8.2,83.79
C063350,50,Female, Pittsburgh,"$190,000",Married,4,1725,Jewel,29-05-23,0,27600,4.4,55.26
C063484,59,Female, Austin,"$220,000",Single,2,1384,Bracelet,18-04-23,0,8304,4.9,59.29
C063500,50,Male, Kansas City,"$170,000",Married,3,145000,Pendant,20-11-23,0,2175000,5.7,59.52
C063503,32,Female, Wichita,"$160,000",Single,4,91000,Bracelet,26-05-23,0,1092000,3.9,48.15
C063514,54,Female, Las Vegas,"$150,000",Single,2,113000,Pendant,10-12-23,0,904000,6.1,66.15
C063578,46,Male, Tucson,"$140,000",Single,3,49000,Necklace,06-10-23,0.03,735000,5.5,61.86
C063697,42,Female, Greensboro,"$120,000",Single,1,60000,Bracelet,07-03-23,0,120000,5.9,66.77
C063876,45,Male, Wichita,"$240,000",Single,5,85000,Necklace,05-09-23,0.08,850000,5.3,59.71
C064113,32,Female, New York,"$110,000",Married,2,39000,Ring,27-04-23,0,78000,4.9,58.88
C064138,58,Female, Nashville,"$160,000",Married,3,118000,Necklace,20-08-23,0,708000,5.1,58.44
C064233,28,Female, Newark,"$200,000",Married,2,1000,Locket,09-01-23,0.07,8000,7.8,82.39
C064328,44,Female, Tucson,"$80,000",Single,1,59000,Bracelet,15-12-23,0,295000,7.3,77.31
C064472,58,Male, Mesa,"$150,000",Married,3,53000,Necklace,03-10-23,0,795000,4,49.4
C064479,19,Male, Cincinnati,"$80,000",Married,1,17000,Necklace,04-04-23,0,34000,5.2,61.46
C064516,30,Male, Milwaukee,"$300,000",Married,1,293000,Ring,21-12-23,0,879000,7,73.51
C064711,53,Male, San Jose,"$170,000",Single,1,64000,Necklace,11-12-23,0,192000,7,75.35
C065039,20,Female, San Antonio,"$90,000",Single,1,67000,Bracelet,26-10-23,0.03,335000,7.6,79.77
C065115,45,Female, Riverside,"$280,000",Married,3,214000,Pendant,20-05-23,0,642000,3.9,49.36
C065133,47,Female, Minneapolis,"$200,000",Married,2,152000,Earrings,21-09-23,0.03,912000,6.6,69.88
C065151,60,Male, Omaha,"$100,000",Single,2,93000,Pendant,23-06-23,0,186000,5.2,61.21
C065157,19,Male, Newark,"$240,000",Married,3,33000,Earrings,06-12-23,0,495000,4.8,57.2
C065500,39,Male, Dallas,"$180,000",Single,2,60000,Pendant,20-11-23,0,480000,6.6,71.12
C065540,60,Female, Greensboro,"$110,000",Single,2,106000,Earrings,21-08-23,0,636000,5.7,63.59
C065557,39,Female, Long Beach,"$120,000",Single,2,16000,Necklace,16-08-23,0.04,128000,6.9,74.66
C065655,39,Female, Cincinnati,"$70,000",Single,1,64000,Jewel,15-12-23,0.1,256000,9.8,97.37
C065685,47,Male, Boston,"$50,000",Married,1,40000,Bracelet,06-10-23,0,40000,5.7,65.67
C065694,52,Male, Columbus,"$240,000",Married,3,173000,Armlet,18-08-23,0,2076000,4.8,52.61
C065789,26,Female, Fort Worth,"$270,000",Married,1,200000,Ring,23-09-23,0,800000,6.4,68.79
C065809,36,Male, Los Angeles,"$140,000",Married,1,72000,Bracelet,14-09-23,0,144000,6.5,71.45
C065868,30,Male, Los Angeles,"$220,000",Single,3,5000,Ring,15-11-23,0,30000,6.2,69.87
C066031,54,Female, Los Angeles,"$180,000",Single,2,28000,Locket,11-01-23,0,280000,6.5,71.11
C066219,49,Male, Louisville,"$140,000",Married,3,105000,Earrings,16-03-23,0,630000,3.8,48.59
C066386,47,Male, Tulsa,"$220,000",Married,1,158000,Jewel,27-09-23,0,474000,6.5,70.44
C066710,38,Female, Greensboro,"$290,000",Single,1,20000,Jewel,21-06-23,0,60000,5.8,66.57
C066822,60,Male, Sacramento,"$70,000",Married,1,45000,Necklace,16-09-23,0,180000,6.5,71.77
C066870,29,Male, Kansas City,"$200,000",Married,1,158000,Earrings,06-10-23,0,316000,5.6,63.61
C066878,46,Male, Fresno,"$240,000",Married,3,41000,Pendant,21-09-23,0,369000,5.6,64.06
C066927,18,Female, Memphis,"$150,000",Married,1,39000,Locket,07-01-23,0,78000,5.9,66.98
C066995,49,Female, Tucson,"$70,000",Single,1,16000,Jewel,26-04-23,0,48000,5.4,62.9
C067344,55,Male, Pittsburgh,"$150,000",Married,1,147000,Ring,10-04-23,0.05,294000,7.8,81.55
C067375,25,Male, Raleigh,"$110,000",Single,2,4308,Ring,04-09-23,0.09,25848,7.1,76.57
C067437,38,Male, Nashville,"$190,000",Married,1,78000,Armlet,24-03-23,0,312000,5,59.27
C067514,38,Male, Mesa,"$70,000",Single,1,62000,Pendant,08-04-23,0,310000,6.2,68.34
C067570,45,Male, Wichita,"$250,000",Married,4,62000,Armlet,13-08-23,0,1240000,4.7,54.27
C067619,41,Female, Memphis,"$60,000",Married,1,11000,Jewel,19-04-23,0,44000,5.3,62.5
C067632,20,Male, Oklahoma City,"$290,000",Single,7,184000,Pendant,04-01-23,0,1288000,0.9,23.91
C067724,25,Female, San Diego,"$70,000",Single,1,10000,Bracelet,19-07-23,0,40000,6.1,68.61
C067817,36,Female, Louisville,"$260,000",Single,4,106000,Pendant,07-04-23,0,2120000,4.2,47.17
C067829,19,Male, Seattle,"$60,000",Married,1,14000,Locket,30-04-23,0,28000,5.4,63.25
C067832,40,Female, Colorado Springs,"$200,000",Single,5,95000,Earrings,09-11-23,0,1900000,4.2,48.53
C067946,24,Male, Raleigh,"$180,000",Married,2,78000,Locket,24-11-23,0.05,624000,7.8,80.58
C067947,20,Female, Newark,"$290,000",Married,7,49000,Jewel,26-11-23,0,1715000,4.2,48.9
C067984,35,Male, Chicago,"$250,000",Married,2,150000,Armlet,29-09-23,0,900000,5.9,64.49
C068159,46,Female, Philadelphia,"$210,000",Married,3,96000,Earrings,13-09-23,0,1440000,5.3,58.67
C068254,55,Female, Tampa,"$250,000",Single,3,21000,Locket,28-08-23,0,63000,5.5,63.98
C068260,52,Male, Philadelphia,"$220,000",Single,4,188000,Armlet,17-12-23,0,1504000,5.1,56.48
C068397,37,Female, San Diego,"$210,000",Married,2,2270,Pendant,26-11-23,0,22700,6.8,74.08
C068495,51,Male, Phoenix,"$190,000",Single,4,43000,Locket,18-08-23,0,516000,4.9,57.5
C068542,49,Male, Mesa,"$70,000",Married,1,6000,Jewel,17-03-23,0,12000,5.1,60.44
C068595,25,Female, Milwaukee,"$170,000",Single,2,103000,Necklace,16-11-23,0,412000,6.4,70.11
C068649,24,Female, San Antonio,"$300,000",Married,2,227000,Armlet,20-04-23,0,1816000,4.3,49.36
C068865,54,Female, El Paso,"$140,000",Single,2,23000,Ring,07-07-23,0,138000,5.5,63.8
C068872,21,Male, Oklahoma City,"$190,000",Single,4,40000,Bracelet,07-08-23,0,160000,4.5,55.9
C068919,46,Male, Sacramento,"$80,000",Single,2,23000,Locket,17-12-23,0,230000,6.9,74.44
C068920,23,Male, Portland,"$190,000",Single,3,26000,Bracelet,09-01-23,0,234000,5.5,63.59
C069116,26,Male, Philadelphia,"$140,000",Married,2,49000,Locket,06-12-23,0,294000,5.2,61.12
C069126,18,Female, Colorado Springs,"$90,000",Married,1,24000,Pendant,19-06-23,0,72000,5.8,66.36
C069199,42,Female, Denver,"$240,000",Married,5,135000,Locket,23-06-23,0,3375000,3.3,36.79
C069266,37,Male, Jacksonville,"$220,000",Married,2,40000,Earrings,17-09-23,0,160000,6.1,68.19
C069432,40,Male, San Jose,"$100,000",Married,1,67000,Earrings,13-09-23,0,134000,6.5,71.47
C069527,51,Female, Dallas,"$220,000",Married,3,24000,Ring,25-05-23,0,72000,4.7,57.5
C069711,59,Female, Minneapolis,"$90,000",Single,1,27000,Pendant,28-03-23,0,81000,5.1,60.75
C069726,38,Male, Sacramento,"$170,000",Married,1,34000,Armlet,19-06-23,0,102000,5.8,66.16
C069847,59,Female, Fresno,"$140,000",Single,2,66000,Pendant,05-10-23,0,660000,4.9,57.5
C069878,42,Male, Riverside,"$120,000",Single,3,50000,Earrings,07-06-23,0,450000,5,58.38
C070099,23,Male, San Francisco,"$110,000",Married,2,48000,Earrings,19-12-23,0,192000,6.8,74.14
C070127,46,Female, Albuquerque,"$110,000",Single,1,105000,Bracelet,26-05-23,0.03,210000,6.3,69.48
C070252,27,Female, San Diego,"$280,000",Married,5,240000,Ring,04-01-23,0,3600000,1.9,24.91
C070349,57,Male, Raleigh,"$180,000",Single,4,58000,Bracelet,05-09-23,0,232000,3.9,50.91
C070494,44,Male, El Paso,"$220,000",Married,2,70000,Earrings,27-04-23,0,420000,4.8,57.23
C070505,59,Male, Raleigh,"$60,000",Married,1,826,Necklace,24-04-23,0,1652,5.4,63.06
C070518,57,Female, El Paso,"$280,000",Single,3,77000,Locket,21-05-23,0,231000,4.5,55.05
C070541,60,Male, Milwaukee,"$270,000",Single,4,109000,Armlet,19-03-23,0,1308000,3.2,42.2
C070559,39,Male, Oklahoma City,"$260,000",Single,5,50000,Bracelet,20-10-23,0,250000,4.9,58.3
C070610,49,Female, Nashville,"$210,000",Single,5,9000,Earrings,09-06-23,0,180000,4.8,57.77
C071257,19,Male, Riverside,"$80,000",Married,2,21000,Necklace,26-11-23,0.1,126000,9.2,93.38
C071414,47,Male, Raleigh,"$80,000",Single,1,62000,Ring,13-08-23,0,186000,6.2,69.3
C071440,24,Male, Seattle,"$130,000",Married,3,70000,Bracelet,20-07-23,0,630000,5,58.15
C071554,42,Female, Columbus,"$180,000",Married,4,128000,Bracelet,25-04-23,0,2560000,3.5,40.27
C071619,45,Female, San Diego,"$290,000",Married,7,25000,Pendant,06-07-23,0.08,175000,5,59.62
C071664,33,Female, Las Vegas,"$90,000",Single,1,11000,Necklace,10-07-23,0,44000,6.8,73.94
C071682,32,Female, Mesa,"$140,000",Married,3,44000,Ring,25-05-23,0,132000,4.6,56.68
C071691,24,Female, El Paso,"$270,000",Single,2,92000,Pendant,09-06-23,0,920000,5.8,64.15
C071705,57,Male, Tampa,"$290,000",Married,1,79000,Jewel,24-08-23,0,395000,6.3,69.25
C071708,28,Male, Newark,"$160,000",Married,1,63000,Locket,21-11-23,0,315000,7.1,75.61
C071817,44,Female, Los Angeles,"$140,000",Married,3,2000,Necklace,10-07-23,0.03,30000,6.7,73.36
C071990,43,Male, San Francisco,"$80,000",Married,1,39000,Pendant,25-05-23,0,78000,5.6,64.51
C072058,54,Male, Oklahoma City,"$50,000",Single,1,9000,Locket,13-12-23,0,9000,7.3,78.54
C072113,35,Female, Albuquerque,"$280,000",Married,6,205000,Locket,12-11-23,0,6150000,3.6,30.94
C072252,28,Female, Raleigh,"$300,000",Married,4,245000,Jewel,03-09-23,0,3920000,2.4,28.17
C072529,58,Male, Colorado Springs,"$280,000",Married,3,66000,Jewel,05-06-23,0,990000,4.4,52.24
C072600,59,Male, Columbus,"$220,000",Married,1,91000,Bracelet,30-10-23,0,364000,6.8,73.69
C072621,42,Male, Cincinnati,"$250,000",Married,1,137000,Necklace,12-09-23,0.02,548000,7.6,79.34
C072756,36,Male, Minneapolis,"$60,000",Married,1,57000,Jewel,13-03-23,0,171000,5,59.16
C072795,57,Female, Newark,"$230,000",Single,5,133000,Necklace,12-02-23,0,1995000,4.7,51.68
C072879,59,Male, Dallas,"$300,000",Married,1,182000,Armlet,21-07-23,0,728000,5.9,64.91
C072921,49,Female, San Antonio,"$240,000",Single,3,84000,Necklace,22-11-23,0,1008000,6,64.98
C073028,35,Female, Miami,"$260,000",Married,3,100000,Necklace,08-03-23,0,900000,5,57.34
C073108,27,Male, Pittsburgh,"$180,000",Married,1,3093,Pendant,23-11-23,0.03,15465,7.9,83.25
C073303,56,Female, Phoenix,"$290,000",Married,6,2717,Jewel,04-10-23,0,32604,3.2,45.2
C073364,37,Female, Pittsburgh,"$240,000",Single,2,9000,Pendant,22-12-23,0,18000,7,75.68
C073472,56,Male, San Antonio,"$210,000",Married,1,49000,Bracelet,30-11-23,0,196000,7.2,76.7
C073508,34,Female, Albuquerque,"$200,000",Married,1,101000,Necklace,30-03-23,0,505000,5,58.87
C073611,41,Male, Orlando,"$140,000",Single,2,93000,Armlet,11-01-23,0,186000,6.3,69.97
C073622,37,Male, Seattle,"$290,000",Married,1,227000,Armlet,10-01-23,0,681000,6.4,69.37
C073764,52,Male, Tampa,"$120,000",Married,1,68000,Ring,20-06-23,0,68000,5.8,65.96
C073820,22,Male, Raleigh,"$50,000",Married,1,22000,Necklace,26-09-23,0,88000,6.7,72.95
C073862,47,Male, Newark,"$70,000",Single,1,13000,Earrings,12-08-23,0,13000,7.3,78.15
C073889,24,Male, Oklahoma City,"$260,000",Single,4,167000,Earrings,08-09-23,0,2672000,4.1,45.35
C073945,26,Female, Raleigh,"$290,000",Married,6,91000,Bracelet,04-03-23,0.09,2184000,4.6,50.84
C073948,35,Female, Houston,"$230,000",Married,2,76000,Locket,04-11-23,0.05,760000,5.9,65.05
C073984,33,Male, Raleigh,"$100,000",Married,1,58000,Earrings,07-07-23,0,58000,5.9,67.23
C074050,51,Male, Tucson,"$170,000",Single,3,2745,Necklace,31-05-23,0,41175,4.8,58.68
C074062,46,Female, Virginia Beach,"$140,000",Single,1,92000,Ring,06-01-23,0,184000,5.6,64.1
C074231,55,Male, Columbus,"$70,000",Single,1,9000,Pendant,21-12-23,0,45000,7.4,78.97
C074239,60,Female, San Diego,"$50,000",Married,1,39000,Necklace,08-09-23,0.03,39000,7,75.7
C074273,56,Male, Tampa,"$170,000",Married,1,96000,Pendant,06-05-23,0,384000,5.6,63.75
C074308,35,Male, Riverside,"$120,000",Single,1,2277,Ring,06-10-23,0,6831,5.8,66.18
C074320,30,Female, Orlando,"$290,000",Single,6,121000,Armlet,23-12-23,0.09,2904000,6.6,64.49
C074447,35,Male, Detroit,"$180,000",Married,1,159000,Pendant,19-11-23,0,477000,6.9,73.97
C074510,54,Male, Raleigh,"$220,000",Married,1,215000,Armlet,08-01-23,0,645000,5.9,65.53
C074568,30,Male, Tulsa,"$250,000",Single,5,8000,Bracelet,07-01-23,0,40000,4.2,53.74
C074582,52,Female, Philadelphia,"$60,000",Married,1,19000,Necklace,12-06-23,0,57000,7.2,77.83
C074583,23,Male, Portland,"$140,000",Single,3,3861,Necklace,03-11-23,0,23166,4.2,53.28
C074681,41,Male, San Antonio,"$290,000",Single,7,8000,Armlet,06-09-23,0,56000,3.2,45.39
C074738,60,Male, Minneapolis,"$190,000",Married,3,61000,Armlet,29-12-23,0,366000,6.4,70.04
C074997,54,Male, San Diego,"$150,000",Single,3,100000,Pendant,12-01-23,0,1200000,6,64.51
C075098,21,Male, Columbus,"$60,000",Married,1,24000,Necklace,18-04-23,0,120000,5.3,62.07
C075215,39,Male, Fresno,"$50,000",Married,1,3260,Jewel,22-08-23,0,13040,6.4,71.03
C075248,44,Male, New York,"$140,000",Single,2,4272,Necklace,29-03-23,0.09,25632,7,75.84
C075249,32,Female, Columbus,"$60,000",Married,1,14000,Necklace,09-05-23,0,70000,6.5,71.69
C075585,40,Female, New York,"$200,000",Married,5,170000,Necklace,25-10-23,0,850000,4.1,50.42
C075633,22,Female, Albuquerque,"$190,000",Single,4,44000,Bracelet,12-09-23,0,176000,5.8,65.99
C075752,28,Female, San Antonio,"$260,000",Single,3,36000,Jewel,05-10-23,0,324000,4.5,55.38
C075799,31,Male, Nashville,"$80,000",Single,2,33000,Necklace,16-07-23,0.08,198000,7.6,80.01
C075813,59,Female, Houston,"$180,000",Single,2,96000,Pendant,12-04-23,0,960000,6.6,69.9
C075857,58,Female, San Antonio,"$280,000",Married,4,223000,Pendant,21-04-23,0,892000,2.9,40.67
C075866,47,Male, New York,"$110,000",Married,2,63000,Ring,22-12-23,0,252000,6.8,73.85
C076171,45,Male, Denver,"$90,000",Single,1,21000,Necklace,07-12-23,0,105000,6,67.83
C076248,32,Female, Denver,"$270,000",Married,3,350,Ring,22-11-23,0,1200,6.3,70.59
C076266,42,Male, San Antonio,"$190,000",Single,2,91000,Necklace,12-09-23,0,182000,6.6,72.57
C076337,50,Female, Mesa,"$130,000",Married,3,87000,Ring,06-10-23,0,1305000,4.6,52.99
C076478,57,Female, Mesa,"$190,000",Single,1,118000,Locket,08-07-23,0,236000,6.1,68.15
C076666,34,Female, Memphis,"$300,000",Married,4,21000,Bracelet,18-05-23,0,420000,4.2,52.57
C076669,58,Female, Miami,"$160,000",Single,1,111000,Locket,09-08-23,0,555000,6.4,69.45
C076847,25,Female, Mesa,"$200,000",Married,3,28000,Armlet,25-06-23,0,252000,5,58.93
C076931,43,Male, Fresno,"$200,000",Married,1,25000,Ring,23-07-23,0.04,25000,7.1,76.75
C076933,42,Female, Oklahoma City,"$200,000",Single,4,174000,Locket,13-06-23,0,3480000,3.6,38.92
C077071,52,Male, Long Beach,"$170,000",Married,4,54000,Bracelet,19-11-23,0,432000,5.6,63.48
C077116,35,Female, Minneapolis,"$80,000",Married,1,37000,Armlet,08-01-23,0,74000,6.2,69.09
C077343,58,Male, Sacramento,"$110,000",Married,1,84000,Necklace,19-04-23,0,84000,5.2,61.59
C077386,19,Female, Philadelphia,"$170,000",Married,4,115000,Ring,17-11-23,0,1840000,5.2,56.68
C077425,53,Female, Sacramento,"$60,000",Single,1,41000,Earrings,17-03-23,0,123000,5,59.74
C077677,33,Female, Tampa,"$130,000",Married,2,20000,Necklace,31-03-23,0,80000,4.7,57.48
C077740,40,Male, Miami,"$80,000",Married,2,11000,Necklace,23-10-23,0,88000,6.5,71.43
C077882,32,Male, Memphis,"$150,000",Married,2,7000,Necklace,24-08-23,0,56000,6,67.59
C077905,41,Female, Phoenix,"$260,000",Single,1,28000,Earrings,08-03-23,0,140000,6.2,69.13
C078173,47,Male, Orlando,"$160,000",Married,2,26000,Ring,11-01-23,0,208000,6.5,71.36
C078319,54,Female, Charlotte,"$50,000",Single,1,10000,Jewel,13-07-23,0,30000,6,68.23
C078351,35,Male, San Antonio,"$180,000",Single,3,125000,Jewel,27-05-23,0,1500000,4.3,50.26
C078432,41,Male, Norfolk,"$110,000",Single,1,7000,Locket,04-10-23,0,7000,5.3,62.04
C078505,44,Male, Wichita,"$140,000",Single,1,90000,Armlet,06-09-23,0.05,270000,6.9,74.41
C078585,52,Female, Omaha,"$80,000",Married,2,1537,Locket,12-06-23,0,15370,6.9,74.78
C078587,33,Male, Virginia Beach,"$50,000",Married,1,38000,Pendant,07-08-23,0,38000,6,67.57
C078717,56,Female, Minneapolis,"$270,000",Single,6,500,Ring,25-04-23,0,3500,3.3,46.48
C078912,42,Female, Chicago,"$120,000",Married,3,7000,Pendant,25-05-23,0,105000,4.8,57.96
C079106,48,Male, New York,"$50,000",Married,1,32000,Pendant,08-10-23,0,96000,6.2,69.68
C079191,27,Female, Austin,"$210,000",Married,2,87000,Locket,09-07-23,0,174000,5.9,66.46
C079272,58,Female, Raleigh,"$130,000",Single,1,32000,Ring,03-10-23,0,96000,5,59.45
C079441,31,Male, Cincinnati,"$100,000",Married,1,55000,Armlet,14-07-23,0,275000,6,67.11
C079446,52,Female, Wichita,"$210,000",Single,1,39000,Earrings,13-05-23,0,117000,5.5,63.59
C079611,57,Male, Long Beach,"$210,000",Single,1,1103,Jewel,18-10-23,0.05,3309,8.1,84.89
